"Story","Title","Result","Date","Stability","Duration (s)"
"Choose a suitable surfing day","Choosing top 2 spots to surf in next 16 days","SUCCESS","2021-02-15T16:05:24.678+11:00[Australia/Sydney]","0.0","22.32"
